Sample,Age,City,Date,Event,Sample,Sport,State
CPR_CP.AG051,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG051,Baseball,PA
CPR_CP.AG052,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG052,Baseball,PA
CPR_CP.AG053,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG053,Baseball,PA
CPR_CP.AG055,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG055,Baseball,PA
CPR_CP.AG057,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG057,Baseball,PA
CPR_CP.AG058,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG058,Baseball,PA
CPR_CP.AG099,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG099,Baseball,PA
CPR_CP.AK027,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK027,Baseball,PA
CPR_CP.AK028,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK028,Baseball,PA
CPR_CP.AK033,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK033,Baseball,PA
CPR_CP.AK036,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK036,Baseball,PA
CPR_CP.AK038,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK038,Baseball,PA
CPR_CP.AK044,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK044,Baseball,PA
CPR_CP.AK046,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK046,Baseball,PA
CPR_CP.AK048,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK048,Baseball,PA
CPR_CP.AK056,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK056,Baseball,PA
CPR_CP.AK060,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK060,Baseball,PA
CPR_CP.AK061,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK061,Baseball,PA
CPR_CP.AK068,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK068,Baseball,PA
CPR_CP.AK072,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK072,Baseball,PA
CPR_CP.AK073,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK073,Baseball,PA
CPR_CP.AK074,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK074,Baseball,PA
CPR_CP.AK080,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK080,Baseball,PA
CPR_SH.AG023,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG023,Baseball,PA
CPR_SH.AG025,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG025,Baseball,PA
CPR_SH.AG027,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG027,Baseball,PA
CPR_SH.AG030,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG030,Baseball,PA
CPR_SH.AG031,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG031,Baseball,PA
CPR_SH.AG034,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG034,Baseball,PA
CPR_SH.AG037,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG037,Baseball,PA
CPR_SH.AG039,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG039,Baseball,PA
CPR_SH.AG041,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG041,Baseball,PA
CPR_SH.AG042,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG042,Baseball,PA
CPR_SH.AG044,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG044,Baseball,PA
CPR_SH.AG048,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG048,Baseball,PA
CPR_SH.AG049,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG049,Baseball,PA
CPR_SH.AG051,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG051,Baseball,PA
CPR_SH.AG052,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG052,Baseball,PA
CPR_SH.AG053,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG053,Baseball,PA
CPR_SH.AG055,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG055,Baseball,PA
CPR_SH.AG057,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG057,Baseball,PA
CPR_SH.AG058,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG058,Baseball,PA
CPR_SH.AG090,Mixed,Philadelphia,4/25/2013,PhilliesGame,AG090,Baseball,PA
CPR_SH.AK027,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK027,Baseball,PA
CPR_SH.AK028,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK028,Baseball,PA
CPR_SH.AK033,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK033,Baseball,PA
CPR_SH.AK036,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK036,Baseball,PA
CPR_SH.AK038,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK038,Baseball,PA
CPR_SH.AK042,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK042,Baseball,PA
CPR_SH.AK043,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK043,Baseball,PA
CPR_SH.AK044,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK044,Baseball,PA
CPR_SH.AK056,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK056,Baseball,PA
CPR_SH.AK060,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK060,Baseball,PA
CPR_SH.AK061,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK061,Baseball,PA
CPR_SH.AK066,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK066,Baseball,PA
CPR_SH.AK068,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK068,Baseball,PA
CPR_SH.AK072,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK072,Baseball,PA
CPR_SH.AK073,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK073,Baseball,PA
CPR_SH.AK074,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK074,Baseball,PA
CPR_SH.AK076,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK076,Baseball,PA
CPR_SH.AK079,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK079,Baseball,PA
CPR_SH.AK080,Mixed,Philadelphia,4/25/2013,PhilliesGame,AK080,Baseball,PA
CPR_CP.FW002,Adult,Philadelphia,6/4/2013,PhillyANS,FW002,,PA
CPR_CP.FW003,Adult,Philadelphia,6/4/2013,PhillyANS,FW003,,PA
CPR_CP.FW005,Adult,Philadelphia,6/4/2013,PhillyANS,FW005,,PA
CPR_CP.FW006,Adult,Philadelphia,6/4/2013,PhillyANS,FW006,,PA
CPR_CP.FW007,Adult,Philadelphia,6/4/2013,PhillyANS,FW007,,PA
CPR_CP.FW008,Adult,Philadelphia,6/4/2013,PhillyANS,FW008,,PA
CPR_CP.FW009,Adult,Philadelphia,6/4/2013,PhillyANS,FW009,,PA
CPR_CP.FW010,Adult,Philadelphia,6/4/2013,PhillyANS,FW010,,PA
CPR_CP.FW014,Adult,Philadelphia,6/4/2013,PhillyANS,FW014,,PA
CPR_SH.FW002,Adult,Philadelphia,6/4/2013,PhillyANS,FW002,,PA
CPR_SH.FW003,Adult,Philadelphia,6/4/2013,PhillyANS,FW003,,PA
CPR_SH.FW005,Adult,Philadelphia,6/4/2013,PhillyANS,FW005,,PA
CPR_SH.FW006,Adult,Philadelphia,6/4/2013,PhillyANS,FW006,,PA
CPR_SH.FW007,Adult,Philadelphia,6/4/2013,PhillyANS,FW007,,PA
CPR_SH.FW008,Adult,Philadelphia,6/4/2013,PhillyANS,FW008,,PA
CPR_SH.FW010,Adult,Philadelphia,6/4/2013,PhillyANS,FW010,,PA
CPR_SH.FW014,Adult,Philadelphia,6/4/2013,PhillyANS,FW014,,PA
CPR_CP.AM013,Mixed,Philadelphia,4/20/2013,PhillyScienceFest,AM013,,PA
CPR_CP.AM061,Mixed,Philadelphia,4/20/2013,PhillyScienceFest,AM061,,PA
CPR_CP.AM068,Mixed,Philadelphia,4/20/2013,PhillyScienceFest,AM068,,PA
CPR_CP.AM069,Mixed,Philadelphia,4/20/2013,PhillyScienceFest,AM069,,PA
CPR_SH.AM013,Mixed,Philadelphia,4/20/2013,PhillyScienceFest,AM013,,PA
CPR_CP.FS061,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS061,,PA
CPR_CP.FS062,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS062,,PA
CPR_CP.FS063,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS063,,PA
CPR_CP.FS064,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS064,,PA
CPR_CP.FS065,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS065,,PA
CPR_CP.FX043,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX043,,PA
CPR_CP.FX044,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX044,,PA
CPR_CP.FX046,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX046,,PA
CPR_CP.FX048,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX048,,PA
CPR_CP.FX051,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX051,,PA
CPR_CP.FX055,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX055,,PA
CPR_CP.FX056,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX056,,PA
CPR_CP.FX057,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX057,,PA
CPR_CP.FX082,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX082,,PA
CPR_CP.FY081,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY081,,PA
CPR_CP.FY082,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY082,,PA
CPR_CP.FY083,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY083,,PA
CPR_CP.FY084,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY084,,PA
CPR_CP.FY086,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY086,,PA
CPR_CP.FY088,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY088,,PA
CPR_CP.FY089,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY089,,PA
CPR_CP.FY090,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY090,,PA
CPR_CP.FY091,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY091,,PA
CPR_CP.FY092,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY092,,PA
CPR_CP.FY094,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY094,,PA
CPR_CP.FY095,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY095,,PA
CPR_CP.FY096,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY096,,PA
CPR_CP.FY097,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY097,,PA
CPR_CP.FY098,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY098,,PA
CPR_CP.FY100,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY100,,PA
CPR_CP.FZ001,Mixed,Philadelphia,5/3/2014,PhillySciFest,FZ001,,PA
CPR_CP.FZ015,Mixed,Philadelphia,5/3/2014,PhillySciFest,FZ015,,PA
CPR_CP.MH001,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH001,,PA
CPR_CP.MH002,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH002,,PA
CPR_CP.MH003,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH003,,PA
CPR_CP.MH004,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH004,,PA
CPR_CP.MH005,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH005,,PA
CPR_CP.MH006,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH006,,PA
CPR_CP.MH007,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH007,,PA
CPR_CP.MH008,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH008,,PA
CPR_CP.MH009,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH009,,PA
CPR_CP.MH010,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH010,,PA
CPR_CP.MH011,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH011,,PA
CPR_CP.MH012,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH012,,PA
CPR_CP.MH013,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH013,,PA
CPR_CP.MH014,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH014,,PA
CPR_CP.MH015,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH015,,PA
CPR_CP.MH016,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH016,,PA
CPR_CP.MH017,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH017,,PA
CPR_CP.MH019,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH019,,PA
CPR_CP.MH020,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH020,,PA
CPR_CP.MH021,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH021,,PA
CPR_CP.MH022,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH022,,PA
CPR_CP.MH023,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH023,,PA
CPR_CP.MH024,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH024,,PA
CPR_CP.MH025,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH025,,PA
CPR_CP.MH026,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH026,,PA
CPR_CP.MH027,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH027,,PA
CPR_CP.MH028,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH028,,PA
CPR_CP.MH029,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH029,,PA
CPR_CP.MH030,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH030,,PA
CPR_CP.MH031,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH031,,PA
CPR_CP.MH032,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH032,,PA
CPR_CP.MH033,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH033,,PA
CPR_CP.MH034,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH034,,PA
CPR_CP.MH035,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH035,,PA
CPR_CP.MH036,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH036,,PA
CPR_CP.MH037,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH037,,PA
CPR_CP.MH038,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH038,,PA
CPR_CP.MH039,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH039,,PA
CPR_CP.MH040,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH040,,PA
CPR_CP.MH042,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH042,,PA
CPR_CP.MH043,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH043,,PA
CPR_CP.MH044,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH044,,PA
CPR_CP.MH045,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH045,,PA
CPR_CP.MH046,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH046,,PA
CPR_CP.MH047,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH047,,PA
CPR_CP.MH048,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH048,,PA
CPR_CP.MH049,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH049,,PA
CPR_CP.MH050,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH050,,PA
CPR_CP.MH051,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH051,,PA
CPR_CP.MH052,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH052,,PA
CPR_CP.MH053,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH053,,PA
CPR_CP.MH054,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH054,,PA
CPR_CP.MH055,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH055,,PA
CPR_CP.MH056,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH056,,PA
CPR_CP.MH058,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH058,,PA
CPR_CP.MH059,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH059,,PA
CPR_CP.MH060,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH060,,PA
CPR_CP.MH061,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH061,,PA
CPR_CP.MH062,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH062,,PA
CPR_CP.MH063,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH063,,PA
CPR_CP.MH064,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH064,,PA
CPR_CP.MH066,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH066,,PA
CPR_CP.MH067,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH067,,PA
CPR_CP.MH068,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH068,,PA
CPR_CP.MH069,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH069,,PA
CPR_CP.MH081,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH081,,PA
CPR_CP.MH082,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH082,,PA
CPR_CP.MH083,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH083,,PA
CPR_CP.MH084,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH084,,PA
CPR_CP.MH085,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH085,,PA
CPR_CP.MH098,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH098,,PA
CPR_CP.MH099,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH099,,PA
CPR_CP.MH100,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH100,,PA
CPR_SH.FS061,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS061,,PA
CPR_SH.FS062,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS062,,PA
CPR_SH.FS063,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS063,,PA
CPR_SH.FS064,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS064,,PA
CPR_SH.FS065,Mixed,Philadelphia,5/3/2014,PhillySciFest,FS065,,PA
CPR_SH.FX043,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX043,,PA
CPR_SH.FX044,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX044,,PA
CPR_SH.FX046,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX046,,PA
CPR_SH.FX048,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX048,,PA
CPR_SH.FX049,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX049,,PA
CPR_SH.FX051,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX051,,PA
CPR_SH.FX055,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX055,,PA
CPR_SH.FX056,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX056,,PA
CPR_SH.FX082,Mixed,Philadelphia,5/3/2014,PhillySciFest,FX082,,PA
CPR_SH.FY081,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY081,,PA
CPR_SH.FY083,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY083,,PA
CPR_SH.FY084,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY084,,PA
CPR_SH.FY086,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY086,,PA
CPR_SH.FY087,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY087,,PA
CPR_SH.FY088,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY088,,PA
CPR_SH.FY090,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY090,,PA
CPR_SH.FY091,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY091,,PA
CPR_SH.FY092,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY092,,PA
CPR_SH.FY094,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY094,,PA
CPR_SH.FY098,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY098,,PA
CPR_SH.FY100,Mixed,Philadelphia,5/3/2014,PhillySciFest,FY100,,PA
CPR_SH.FZ001,Mixed,Philadelphia,5/3/2014,PhillySciFest,FZ001,,PA
CPR_SH.FZ015,Mixed,Philadelphia,5/3/2014,PhillySciFest,FZ015,,PA
CPR_SH.MH001,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH001,,PA
CPR_SH.MH002,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH002,,PA
CPR_SH.MH003,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH003,,PA
CPR_SH.MH004,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH004,,PA
CPR_SH.MH005,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH005,,PA
CPR_SH.MH006,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH006,,PA
CPR_SH.MH007,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH007,,PA
CPR_SH.MH008,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH008,,PA
CPR_SH.MH009,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH009,,PA
CPR_SH.MH011,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH011,,PA
CPR_SH.MH012,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH012,,PA
CPR_SH.MH013,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH013,,PA
CPR_SH.MH014,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH014,,PA
CPR_SH.MH015,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH015,,PA
CPR_SH.MH016,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH016,,PA
CPR_SH.MH018,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH018,,PA
CPR_SH.MH021,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH021,,PA
CPR_SH.MH022,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH022,,PA
CPR_SH.MH023,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH023,,PA
CPR_SH.MH024,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH024,,PA
CPR_SH.MH025,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH025,,PA
CPR_SH.MH026,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH026,,PA
CPR_SH.MH027,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH027,,PA
CPR_SH.MH029,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH029,,PA
CPR_SH.MH031,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH031,,PA
CPR_SH.MH032,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH032,,PA
CPR_SH.MH033,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH033,,PA
CPR_SH.MH034,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH034,,PA
CPR_SH.MH036,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH036,,PA
CPR_SH.MH050,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH050,,PA
CPR_SH.MH059,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH059,,PA
CPR_SH.MH064,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH064,,PA
CPR_SH.MH066,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH066,,PA
CPR_SH.MH067,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH067,,PA
CPR_SH.MH069,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH069,,PA
CPR_SH.MH082,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH082,,PA
CPR_SH.MH084,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH084,,PA
CPR_SH.MH099,Mixed,Philadelphia,5/3/2014,PhillySciFest,MH099,,PA
CPR_CP.AC081,Kid,Potlatch,10/10/2013,Potluch,AC081,,ID
CPR_CP.AC082,Kid,Potlatch,10/10/2013,Potluch,AC082,,ID
CPR_CP.AC083,Kid,Potlatch,10/10/2013,Potluch,AC083,,ID
CPR_CP.AC084,Kid,Potlatch,10/10/2013,Potluch,AC084,,ID
CPR_CP.AC085,Kid,Potlatch,10/10/2013,Potluch,AC085,,ID
CPR_CP.AC086,Kid,Potlatch,10/10/2013,Potluch,AC086,,ID
CPR_CP.AC088,Kid,Potlatch,10/10/2013,Potluch,AC088,,ID
CPR_CP.AC089,Kid,Potlatch,10/10/2013,Potluch,AC089,,ID
CPR_CP.AC090,Kid,Potlatch,10/10/2013,Potluch,AC090,,ID
CPR_CP.AC091,Kid,Potlatch,10/10/2013,Potluch,AC091,,ID
CPR_CP.AC092,Kid,Potlatch,10/10/2013,Potluch,AC092,,ID
CPR_CP.AC094,Kid,Potlatch,10/10/2013,Potluch,AC094,,ID
CPR_CP.AC095,Kid,Potlatch,10/10/2013,Potluch,AC095,,ID
CPR_CP.AC096,Kid,Potlatch,10/10/2013,Potluch,AC096,,ID
CPR_CP.AC097,Kid,Potlatch,10/10/2013,Potluch,AC097,,ID
CPR_CP.AC098,Kid,Potlatch,10/10/2013,Potluch,AC098,,ID
CPR_CP.AC099,Kid,Potlatch,10/10/2013,Potluch,AC099,,ID
CPR_CP.AC100,Kid,Potlatch,10/10/2013,Potluch,AC100,,ID
CPR_SH.AC083,Kid,Potlatch,10/10/2013,Potluch,AC083,,ID
CPR_SH.AC084,Kid,Potlatch,10/10/2013,Potluch,AC084,,ID
CPR_SH.AC085,Kid,Potlatch,10/10/2013,Potluch,AC085,,ID
CPR_SH.AC088,Kid,Potlatch,10/10/2013,Potluch,AC088,,ID
CPR_SH.AC092,Kid,Potlatch,10/10/2013,Potluch,AC092,,ID
CPR_SH.AC096,Kid,Potlatch,10/10/2013,Potluch,AC096,,ID
CPR_SH.AC097,Kid,Potlatch,10/10/2013,Potluch,AC097,,ID
CPR_CP.FS021,Kid,Chittenango,9/4/2013,PWBears,FS021,Cheer,NY
CPR_CP.FS022,Kid,Chittenango,9/4/2013,PWBears,FS022,Cheer,NY
CPR_CP.FS023,Kid,Chittenango,9/4/2013,PWBears,FS023,Cheer,NY
CPR_CP.FS024,Kid,Chittenango,9/4/2013,PWBears,FS024,Cheer,NY
CPR_CP.FS025,Kid,Chittenango,9/4/2013,PWBears,FS025,Cheer,NY
CPR_CP.FS026,Kid,Chittenango,9/4/2013,PWBears,FS026,Cheer,NY
CPR_CP.FS027,Kid,Chittenango,9/4/2013,PWBears,FS027,Cheer,NY
CPR_CP.FS028,Kid,Chittenango,9/4/2013,PWBears,FS028,Cheer,NY
CPR_CP.FS029,Kid,Chittenango,9/4/2013,PWBears,FS029,Cheer,NY
CPR_CP.FS031,Kid,Chittenango,9/4/2013,PWBears,FS031,Cheer,NY
CPR_CP.FS032,Kid,Chittenango,9/4/2013,PWBears,FS032,Cheer,NY
CPR_CP.FS033,Kid,Chittenango,9/4/2013,PWBears,FS033,Cheer,NY
CPR_CP.FS034,Kid,Chittenango,9/4/2013,PWBears,FS034,Cheer,NY
CPR_CP.FS036,Kid,Chittenango,9/4/2013,PWBears,FS036,Cheer,NY
CPR_CP.FS038,Kid,Chittenango,9/4/2013,PWBears,FS038,Cheer,NY
CPR_CP.FS039,Kid,Chittenango,9/4/2013,PWBears,FS039,Cheer,NY
CPR_CP.FS040,Kid,Chittenango,9/4/2013,PWBears,FS040,Cheer,NY
CPR_SH.FS021,Kid,Chittenango,9/4/2013,PWBears,FS021,Cheer,NY
CPR_SH.FS022,Kid,Chittenango,9/4/2013,PWBears,FS022,Cheer,NY
CPR_SH.FS023,Kid,Chittenango,9/4/2013,PWBears,FS023,Cheer,NY
CPR_SH.FS024,Kid,Chittenango,9/4/2013,PWBears,FS024,Cheer,NY
