#SampleID	Gender	Age	Age_Range	InnieOROutie	State	touches	Stuff	Description
H23Tv	television	television	television	television	television	television	Homes	Homes
H25Tv	television	television	television	television	television	television	Homes	Homes
H34Tv	television	television	television	television	television	television	Homes	Homes
H35Tv	television	television	television	television	television	television	Homes	Homes
H41Tv	television	television	television	television	television	television	Homes	Homes
H43Tv	television	television	television	television	television	television	Homes	Homes
H45Tv	television	television	television	television	television	television	Homes	Homes
H47Tv	television	television	television	television	television	television	Homes	Homes
H51Tv	television	television	television	television	television	television	Homes	Homes
H55Tv	television	television	television	television	television	television	Homes	Homes
H56Tv	television	television	television	television	television	television	Homes	Homes
H57Tv	television	television	television	television	television	television	Homes	Homes
H59Tv	television	television	television	television	television	television	Homes	Homes
H60Tv	television	television	television	television	television	television	Homes	Homes
H61Tv	television	television	television	television	television	television	Homes	Homes
H62Tv	television	television	television	television	television	television	Homes	Homes
H13Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H14Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H15Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H20Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H26Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H27Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H28Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H29Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H30Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H31Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H32Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H33Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H36Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H38Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H39Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H40Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H48Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H49Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H63Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H64Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H17Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H18Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H19Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H22Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H23Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H25Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H34Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H35Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H41Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H43Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H45Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H47Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H51Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H55Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H56Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H57Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H59Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H60Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H61Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
H62Ts	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	toiletseat	Homes	Homes
SP13	lab_keyboard	lab	lab	keyboard	lab_key	hand	lab_key	ISS
SP14	lab_handrail	lab	lab	handrail	lab_key	hand	lab_key	ISS
SP3	lab_aft_mic	lab_aft	lab	mic	lab_mic	hand/mouth	lab_mic	ISS
SP7	lab_aft_vent	lab_aft	lab	vent	lab_vent	dust	lab_vent	ISS
SP1	lab_fwd_mic	lab_fwd	lab	mic	lab_mic	hand/mouth	lab_mic	ISS
SP15	lab_fwd_vent	lab_fwd	lab	vent	lab_vent	dust	lab_vent	ISS
SP2	lab_keyboard	lab_RWS	lab	RWS_keyboard	lab_key	hand	lab_key	ISS
SP4	lab_RWS_THC	lab_RWS	lab	RWS_hand	lab_key	hand	lab_key	ISS
SP5	lab_Lfoot	lab_RWS	lab	RWS_foot	lab_foot	foot	lab_foot	ISS
SP6	lab_Rfoot	lab_RWS	lab	RWS_foot	lab_foot	foot	lab_foot	ISS
SP12	node_2_mic	node_2	node2	mic	node2_mic	hand/mouth	node2_mic	ISS
SP10	PT_crew_vent	port_crew	crew	vent	crew_vent	dust	crew_vent	ISS
SP11	PORT_nomex	port_crew	crew	nomex	crew_sleep	body	crew_sleep	ISS
SP8	ST_crew_vent	stbd_crew	crew	vent	crew_vent	dust	crew_vent	ISS
SP9	STBD_nomex	stbd_crew	crew	nomex	crew_sleep	body	crew_sleep	ISS
